booking,name,service_class,preference,requested_seat,group_id
BR15066,Denis Kang,ECONOMY,TOGETHER,,
BR15067,Alina Popova,ECONOMY,MIDDLE,,
BR15068,Polina Orlova,ECONOMY,TOGETHER,,
BR15069,Mikhail Park,ECONOMY,TOGETHER,,
BR15070,Stepan Kim,ECONOMY,TOGETHER,,
BR15071,Maria Petrova,ECONOMY,ANY,,
BR15072,Nikita Petrov,BUSINESS,TOGETHER,,G8
BR15073,Olga Park,ECONOMY,TOGETHER,,G8
BR15074,Pavel Lee,ECONOMY,TOGETHER,,G8
BR15075,Denis Sokolov,ECONOMY,MIDDLE,42K,
BR15076,Timur Kang,ECONOMY,MIDDLE,5D,
BR15077,Kira Kang,ECONOMY,TOGETHER,,
BR15078,Anna Lee,ECONOMY,ANY,5C,
BR15079,Polina Wilson,BUSINESS,ANY,,
BR15080,Stepan Park,ECONOMY,AISLE,26K,
BR15081,Sofia Popova,BUSINESS,TOGETHER,,G9
BR15082,Sergey Lee,ECONOMY,TOGETHER,,G9
BR15083,Roman Kim,BUSINESS,MIDDLE,,
BR15084,Pavel Petrov,ECONOMY,AISLE,,
BR15085,Alexey Kim,ECONOMY,AISLE,,
BR15086,Yulia Kang,ECONOMY,TOGETHER,,
BR15087,Maria Wilson,BUSINESS,WINDOW,,
BR15088,Sergey Petrov,ECONOMY,ANY,18B,
BR15089,Oleg Volkov,ECONOMY,ANY,,
BR15090,Kirill Park,ECONOMY,TOGETHER,,G10
BR15091,Alexey Miller,ECONOMY,TOGETHER,,G10
BR15092,Kira Wilson,ECONOMY,TOGETHER,,G10
BR15093,Maria Popova,ECONOMY,ANY,40E,
BR15094,Vera Orlova,ECONOMY,ANY,38G,
BR15095,Sofia Kang,ECONOMY,WINDOW,41D,
BR15096,Irina Orlova,ECONOMY,MIDDLE,,
BR15097,Anna Popova,ECONOMY,ANY,,
BR15098,Alina Volkova,BUSINESS,ANY,,
BR15099,Nikita Kang,BUSINESS,TOGETHER,,G11
BR15100,Irina Sokolova,ECONOMY,TOGETHER,,G11
BR15101,Mikhail Petrov,ECONOMY,WINDOW,,
BR15102,Mikhail Popov,ECONOMY,TOGETHER,,
BR15103,Alina Petrova,ECONOMY,AISLE,,
BR15104,Ivan Kim,BUSINESS,AISLE,,
BR15105,Yulia Orlova,ECONOMY,TOGETHER,,
BR15106,Elena Volkova,ECONOMY,WINDOW,43H,
BR15107,Yulia Miller,ECONOMY,ANY,,
BR15108,Denis Miller,ECONOMY,TOGETHER,,G12
BR15109,Polina Sokolova,BUSINESS,TOGETHER,,G12
BR15110,Kirill Wilson,BUSINESS,TOGETHER,,G12
BR15111,Kira Park,ECONOMY,ANY,,
BR15112,Pavel Park,BUSINESS,TOGETHER,,
BR15113,Mikhail Lee,ECONOMY,MIDDLE,,
BR15114,Vera Kim,ECONOMY,WINDOW,8K,
BR15115,Olga Popova,ECONOMY,AISLE,,
BR15116,Maria Wilson,ECONOMY,TOGETHER,,
BR15117,Kira Ivanova,BUSINESS,TOGETHER,,G13
BR15118,Irina Orlova,BUSINESS,TOGETHER,,G13
BR15119,Sofia Volkova,BUSINESS,MIDDLE,27D,
BR15120,Denis Wilson,BUSINESS,ANY,15H,
BR15121,Kirill Volkov,ECONOMY,WINDOW,20K,
BR15122,Olga Orlova,ECONOMY,ANY,,
BR15123,Alexey Kang,BUSINESS,AISLE,10E,
BR15124,Nikita Wilson,ECONOMY,ANY,,
BR15125,Elena Volkova,ECONOMY,AISLE,,
BR15126,Olga Kim,ECONOMY,TOGETHER,,G14
BR15127,Anna Park,BUSINESS,TOGETHER,,G14
BR15128,Elena Lee,BUSINESS,TOGETHER,,G14
BR15129,Roman Lee,ECONOMY,AISLE,,
BR15130,Anna Petrova,ECONOMY,MIDDLE,,
BR15131,Oleg Sokolov,BUSINESS,TOGETHER,,
BR15132,Elena Sokolova,ECONOMY,AISLE,13G,
BR15133,Alexey Park,ECONOMY,TOGETHER,,
BR15134,Vera Park,ECONOMY,TOGETHER,,
BR15135,Irina Miller,BUSINESS,TOGETHER,,G15
BR15136,Elena Kang,ECONOMY,TOGETHER,,G15
BR15137,Timur Miller,BUSINESS,ANY,,
BR15138,Alexey Popov,ECONOMY,AISLE,3B,
BR15139,Yulia Ivanova,ECONOMY,ANY,45C,
BR15140,Pavel Volkov,ECONOMY,TOGETHER,,
BR15141,Mikhail Popov,ECONOMY,WINDOW,,
BR15142,Nikita Volkov,BUSINESS,AISLE,,
BR15143,Denis Kim,ECONOMY,MIDDLE,42E,
BR15144,Anna Wilson,ECONOMY,TOGETHER,,G16
BR15145,Alexey Wilson,ECONOMY,TOGETHER,,G16
BR15146,Mikhail Sokolov,BUSINESS,TOGETHER,,G16
BR15147,Nikita Park,BUSINESS,AISLE,11A,
BR15148,Polina Petrova,ECONOMY,WINDOW,15F,
BR15149,Olga Lee,BUSINESS,AISLE,,
BR15150,Oleg Ivanov,BUSINESS,ANY,,
BR15151,Denis Volkov,ECONOMY,MIDDLE,42K,
BR15152,Ivan Petrov,BUSINESS,TOGETHER,,
BR15153,Oleg Volkov,ECONOMY,TOGETHER,,G17
BR15154,Maria Orlova,BUSINESS,TOGETHER,,G17
BR15155,Irina Sokolova,BUSINESS,TOGETHER,,
BR15156,Timur Orlov,ECONOMY,AISLE,,
BR15157,Alexey Petrov,BUSINESS,ANY,,
BR15158,Oleg Sokolov,ECONOMY,MIDDLE,13K,
BR15159,Yulia Volkova,BUSINESS,ANY,,
BR15160,Mikhail Ivanov,ECONOMY,ANY,,
BR15161,Alexey Petrov,ECONOMY,MIDDLE,,
BR15162,Olga Petrova,ECONOMY,TOGETHER,,G18
BR15163,Maria Park,ECONOMY,TOGETHER,,G18
BR15164,Denis Ivanov,ECONOMY,TOGETHER,,G18
BR15165,Kirill Orlov,ECONOMY,AISLE,32E,
BR15166,Ivan Orlov,ECONOMY,WINDOW,,
BR15167,Nikita Volkov,ECONOMY,AISLE,,
BR15168,Elena Orlova,ECONOMY,MIDDLE,2K,
BR15169,Denis Volkov,ECONOMY,MIDDLE,,
BR15170,Pavel Park,ECONOMY,MIDDLE,10F,
BR15171,Maria Miller,BUSINESS,TOGETHER,,G19
BR15172,Anna Kang,ECONOMY,TOGETHER,,G19
BR15173,Denis Ivanov,ECONOMY,AISLE,18D,
BR15174,Polina Park,ECONOMY,AISLE,,
BR15175,Kirill Miller,ECONOMY,TOGETHER,,
BR15176,Stepan Miller,ECONOMY,AISLE,28H,
BR15177,Denis Petrov,ECONOMY,TOGETHER,,
BR15178,Ivan Ivanov,ECONOMY,AISLE,42E,
BR15179,Roman Lee,ECONOMY,ANY,,
BR15180,Yulia Orlova,ECONOMY,TOGETHER,,G20
BR15181,Ivan Petrov,ECONOMY,TOGETHER,,G20
BR15182,Nikita Park,ECONOMY,TOGETHER,,G20
BR15183,Nikita Wilson,ECONOMY,TOGETHER,,
BR15184,Denis Wilson,ECONOMY,TOGETHER,,
BR15185,Kirill Kang,ECONOMY,ANY,,
BR15186,Stepan Lee,ECONOMY,TOGETHER,,
BR15187,Daria Kim,ECONOMY,AISLE,22K,
BR15188,Oleg Ivanov,ECONOMY,AISLE,,
BR15189,Ivan Ivanov,ECONOMY,TOGETHER,,G21
BR15190,Sergey Popov,BUSINESS,TOGETHER,,G21
BR15191,Daria Kim,ECONOMY,TOGETHER,,
BR15192,Yulia Park,ECONOMY,TOGETHER,,
BR15193,Vera Wilson,BUSINESS,WINDOW,,
BR15194,Stepan Park,ECONOMY,WINDOW,1E,
BR15195,Vera Lee,ECONOMY,MIDDLE,,
BR15196,Sergey Lee,ECONOMY,ANY,,
BR15197,Irina Miller,ECONOMY,WINDOW,,
BR15198,Sergey Ivanov,BUSINESS,TOGETHER,,G22
BR15199,Oleg Volkov,ECONOMY,TOGETHER,,G22
BR15200,Olga Wilson,ECONOMY,TOGETHER,,G22
BR15201,Kira Park,ECONOMY,MIDDLE,,
BR15202,Sergey Popov,ECONOMY,AISLE,22A,
BR15203,Timur Kim,ECONOMY,TOGETHER,,
BR15204,Roman Petrov,ECONOMY,TOGETHER,,
BR15205,Sergey Ivanov,ECONOMY,TOGETHER,,
BR15206,Stepan Lee,ECONOMY,ANY,,
BR15207,Oleg Petrov,ECONOMY,TOGETHER,,G23
BR15208,Stepan Miller,ECONOMY,TOGETHER,,G23
BR15209,Yulia Miller,ECONOMY,WINDOW,20B,
BR15210,Polina Wilson,ECONOMY,ANY,,
BR15211,Sofia Miller,ECONOMY,WINDOW,,
BR15212,Sofia Kim,BUSINESS,TOGETHER,,
BR15213,Nikita Kang,ECONOMY,TOGETHER,,
BR15214,Alina Miller,ECONOMY,ANY,17J,
BR15215,Olga Kang,ECONOMY,AISLE,3B,
BR15216,Elena Kang,ECONOMY,TOGETHER,,G24
BR15217,Sergey Kang,ECONOMY,TOGETHER,,G24
BR15218,Denis Lee,ECONOMY,TOGETHER,,G24
BR15219,Stepan Petrov,ECONOMY,MIDDLE,29K,
BR15220,Mikhail Orlov,ECONOMY,TOGETHER,,
BR15221,Roman Orlov,BUSINESS,TOGETHER,,
BR15222,Olga Miller,BUSINESS,WINDOW,,
BR15223,Nikita Ivanov,ECONOMY,WINDOW,,
BR15224,Denis Ivanov,ECONOMY,TOGETHER,,
BR15225,Alina Sokolova,BUSINESS,TOGETHER,,G25
BR15226,Polina Park,ECONOMY,TOGETHER,,G25
BR15227,Sergey Orlov,BUSINESS,TOGETHER,,
BR15228,Yulia Orlova,BUSINESS,TOGETHER,,
BR15229,Ivan Orlov,ECONOMY,TOGETHER,,
BR15230,Timur Park,ECONOMY,TOGETHER,,
BR15231,Nikita Petrov,ECONOMY,AISLE,11K,
BR15232,Polina Wilson,ECONOMY,TOGETHER,,
BR15233,Maria Popova,ECONOMY,WINDOW,,
BR15234,Sofia Volkova,ECONOMY,TOGETHER,,G26
BR15235,Elena Popova,ECONOMY,TOGETHER,,G26
BR15236,Roman Lee,ECONOMY,TOGETHER,,G26
BR15237,Daria Kim,ECONOMY,MIDDLE,,
BR15238,Oleg Kang,ECONOMY,AISLE,28B,
BR15239,Kira Kim,ECONOMY,WINDOW,1D,
BR15240,Olga Orlova,ECONOMY,WINDOW,37F,
BR15241,Daria Kang,ECONOMY,ANY,38K,
BR15242,Olga Park,ECONOMY,AISLE,,
BR15243,Anna Ivanova,BUSINESS,TOGETHER,,G27
BR15244,Daria Kang,ECONOMY,TOGETHER,,G27
BR15245,Stepan Ivanov,ECONOMY,ANY,,
BR15246,Olga Lee,ECONOMY,TOGETHER,,
BR15247,Nikita Wilson,ECONOMY,AISLE,31J,
BR15248,Alina Volkova,ECONOMY,TOGETHER,,
BR15249,Timur Miller,ECONOMY,MIDDLE,27K,
BR15250,Denis Lee,ECONOMY,WINDOW,12K,
BR15251,Oleg Lee,ECONOMY,MIDDLE,,
BR15252,Anna Orlova,BUSINESS,TOGETHER,,G28
BR15253,Olga Lee,ECONOMY,TOGETHER,,G28
BR15254,Daria Orlova,ECONOMY,TOGETHER,,G28
BR15255,Alina Sokolova,BUSINESS,WINDOW,11H,
BR15256,Vera Wilson,ECONOMY,AISLE,17K,
BR15257,Stepan Petrov,BUSINESS,TOGETHER,,
BR15258,Irina Kim,ECONOMY,MIDDLE,16K,
BR15259,Sergey Wilson,ECONOMY,AISLE,45G,
BR15260,Elena Ivanova,BUSINESS,ANY,,
BR15261,Daria Wilson,ECONOMY,TOGETHER,,G29
BR15262,Mikhail Park,ECONOMY,TOGETHER,,G29
BR15263,Roman Volkov,ECONOMY,AISLE,21J,
BR15264,Kira Wilson,ECONOMY,WINDOW,43C,
BR15265,Nikita Wilson,ECONOMY,MIDDLE,10G,
BR15266,Kira Kang,ECONOMY,AISLE,,
BR15267,Maria Petrova,ECONOMY,TOGETHER,,
BR15268,Alina Volkova,BUSINESS,MIDDLE,6A,
BR15269,Alexey Popov,ECONOMY,AISLE,,
BR15270,Mikhail Miller,ECONOMY,TOGETHER,,G30
BR15271,Olga Popova,ECONOMY,TOGETHER,,G30
BR15272,Olga Orlova,ECONOMY,TOGETHER,,G30
BR15273,Kira Popova,ECONOMY,AISLE,,
BR15274,Sergey Sokolov,ECONOMY,AISLE,42H,
BR15275,Sofia Kim,ECONOMY,AISLE,,
BR15276,Ivan Park,ECONOMY,AISLE,,
BR15277,Mikhail Popov,ECONOMY,TOGETHER,,
BR15278,Oleg Wilson,ECONOMY,MIDDLE,,
BR15279,Sergey Kim,BUSINESS,TOGETHER,,G31
BR15280,Maria Ivanova,ECONOMY,TOGETHER,,G31
BR15281,Irina Lee,ECONOMY,MIDDLE,41E,
BR15282,Maria Popova,ECONOMY,AISLE,,
BR15283,Sofia Kang,BUSINESS,ANY,24E,
BR15284,Polina Volkova,ECONOMY,WINDOW,,
BR15285,Timur Sokolov,ECONOMY,WINDOW,21D,
BR15286,Polina Ivanova,BUSINESS,MIDDLE,14F,
BR15287,Kirill Volkov,ECONOMY,WINDOW,,
BR15288,Sofia Kim,BUSINESS,TOGETHER,,G32
BR15289,Daria Ivanova,BUSINESS,TOGETHER,,G32
BR15290,Vera Lee,ECONOMY,TOGETHER,,G32
BR15291,Daria Petrova,ECONOMY,TOGETHER,,
BR15292,Irina Park,ECONOMY,TOGETHER,,
BR15293,Timur Orlov,BUSINESS,ANY,11F,
BR15294,Polina Petrova,ECONOMY,TOGETHER,,
BR15295,Anna Lee,ECONOMY,MIDDLE,12F,
BR15296,Pavel Ivanov,ECONOMY,MIDDLE,,
BR15297,Olga Popova,ECONOMY,TOGETHER,,G33
BR15298,Alina Popova,BUSINESS,TOGETHER,,G33
BR15299,Kira Sokolova,ECONOMY,ANY,10G,
BR15300,Ivan Ivanov,BUSINESS,MIDDLE,23F,
BR15301,Timur Lee,ECONOMY,MIDDLE,16H,
BR15302,Yulia Volkova,BUSINESS,TOGETHER,,
BR15303,Alina Kim,BUSINESS,ANY,,
BR15304,Roman Orlov,BUSINESS,TOGETHER,,
BR15305,Elena Ivanova,BUSINESS,ANY,30B,
BR15306,Olga Miller,ECONOMY,TOGETHER,,G34
BR15307,Sofia Kim,BUSINESS,TOGETHER,,G34
BR15308,Denis Miller,ECONOMY,TOGETHER,,G34
BR15309,Yulia Orlova,ECONOMY,AISLE,45C,
BR15310,Pavel Orlov,BUSINESS,ANY,1B,
BR15311,Kira Kang,ECONOMY,AISLE,22E,
BR15312,Nikita Wilson,BUSINESS,TOGETHER,,
BR15313,Alina Volkova,ECONOMY,WINDOW,35G,
BR15314,Maria Lee,ECONOMY,AISLE,38F,
BR15315,Pavel Park,ECONOMY,TOGETHER,,G35
BR15316,Pavel Kang,BUSINESS,TOGETHER,,G35
BR15317,Nikita Kim,ECONOMY,ANY,,
BR15318,Kirill Wilson,ECONOMY,TOGETHER,,
BR15319,Kirill Wilson,ECONOMY,TOGETHER,,
BR15320,Mikhail Volkov,ECONOMY,MIDDLE,,
BR15321,Oleg Wilson,BUSINESS,ANY,4D,
BR15322,Ivan Lee,ECONOMY,AISLE,,
BR15323,Sergey Sokolov,ECONOMY,WINDOW,,
BR15324,Maria Volkova,ECONOMY,TOGETHER,,G36
BR15325,Yulia Wilson,ECONOMY,TOGETHER,,G36
BR15326,Kira Volkova,ECONOMY,TOGETHER,,G36
BR15327,Kira Kim,ECONOMY,ANY,11H,
BR15328,Yulia Miller,ECONOMY,WINDOW,,
BR15329,Alexey Park,ECONOMY,ANY,26C,
BR15330,Alexey Lee,ECONOMY,WINDOW,12C,
BR15331,Mikhail Ivanov,ECONOMY,TOGETHER,,
BR15332,Elena Petrova,ECONOMY,MIDDLE,35F,
BR15333,Polina Miller,ECONOMY,TOGETHER,,G37
BR15334,Polina Kang,ECONOMY,TOGETHER,,G37
BR15335,Polina Miller,ECONOMY,WINDOW,,
BR15336,Vera Orlova,ECONOMY,WINDOW,,
BR15337,Kira Sokolova,BUSINESS,WINDOW,,
BR15338,Kira Kang,ECONOMY,AISLE,,
BR15339,Stepan Lee,ECONOMY,MIDDLE,,
BR15340,Polina Miller,ECONOMY,WINDOW,8D,
BR15341,Sergey Lee,ECONOMY,WINDOW,,
BR15342,Pavel Orlov,ECONOMY,TOGETHER,,G38
BR15343,Kira Kim,ECONOMY,TOGETHER,,G38
BR15344,Sergey Popov,ECONOMY,TOGETHER,,G38
BR15345,Stepan Miller,ECONOMY,MIDDLE,37H,
BR15346,Daria Park,ECONOMY,TOGETHER,,
BR15347,Kirill Park,ECONOMY,MIDDLE,,
BR15348,Vera Kang,BUSINESS,TOGETHER,,
BR15349,Daria Volkova,ECONOMY,AISLE,37F,
BR15350,Pavel Ivanov,ECONOMY,AISLE,,
BR15351,Yulia Miller,ECONOMY,TOGETHER,,G39
BR15352,Olga Orlova,ECONOMY,TOGETHER,,G39
BR15353,Alina Park,ECONOMY,AISLE,41G,
BR15354,Maria Volkova,ECONOMY,WINDOW,11K,
BR15355,Mikhail Orlov,ECONOMY,MIDDLE,2K,
BR15356,Nikita Kang,ECONOMY,WINDOW,,
BR15357,Kirill Orlov,ECONOMY,ANY,,
BR15358,Denis Orlov,ECONOMY,ANY,,
BR15359,Stepan Miller,ECONOMY,AISLE,37C,
BR15360,Ivan Popov,BUSINESS,TOGETHER,,G40
BR15361,Denis Kang,ECONOMY,TOGETHER,,G40
BR15362,Vera Miller,ECONOMY,TOGETHER,,G40
BR15363,Oleg Petrov,ECONOMY,TOGETHER,,
BR15364,Roman Sokolov,BUSINESS,MIDDLE,26H,
BR15365,Sofia Orlova,ECONOMY,WINDOW,,
BR15366,Pavel Ivanov,ECONOMY,WINDOW,,
BR15367,Yulia Orlova,BUSINESS,AISLE,36B,
BR15368,Sofia Miller,ECONOMY,AISLE,,
BR15369,Roman Sokolov,ECONOMY,TOGETHER,,G41
BR15370,Oleg Volkov,ECONOMY,TOGETHER,,G41
BR15371,Roman Miller,ECONOMY,AISLE,32A,
BR15372,Kirill Ivanov,BUSINESS,WINDOW,,
BR15373,Maria Wilson,ECONOMY,TOGETHER,,
BR15374,Roman Kim,BUSINESS,ANY,25J,
BR15375,Oleg Popov,ECONOMY,MIDDLE,,
BR15376,Alexey Ivanov,ECONOMY,ANY,,
BR15377,Ivan Volkov,ECONOMY,ANY,,
BR15378,Alina Volkova,ECONOMY,TOGETHER,,G42
BR15379,Alina Ivanova,ECONOMY,TOGETHER,,G42
BR15380,Timur Sokolov,ECONOMY,TOGETHER,,G42
BR15381,Kirill Petrov,BUSINESS,MIDDLE,,
BR15382,Kirill Ivanov,ECONOMY,ANY,10E,
BR15383,Alexey Volkov,ECONOMY,WINDOW,21K,
BR15384,Anna Park,ECONOMY,TOGETHER,,
BR15385,Kira Lee,ECONOMY,WINDOW,,
BR15386,Alexey Lee,ECONOMY,AISLE,,
BR15387,Pavel Petrov,ECONOMY,TOGETHER,,G43
BR15388,Kira Lee,ECONOMY,TOGETHER,,G43
BR15389,Polina Park,ECONOMY,MIDDLE,27D,
BR15390,Alina Kim,ECONOMY,MIDDLE,,
BR15391,Roman Park,ECONOMY,AISLE,,
BR15392,Daria Petrova,ECONOMY,ANY,32J,
BR15393,Vera Kim,ECONOMY,AISLE,43F,
BR15394,Polina Popova,BUSINESS,TOGETHER,,
BR15395,Irina Lee,ECONOMY,WINDOW,,
BR15396,Alina Volkova,ECONOMY,TOGETHER,,G44
BR15397,Alexey Kang,ECONOMY,TOGETHER,,G44
BR15398,Nikita Park,BUSINESS,TOGETHER,,G44
BR15399,Olga Ivanova,ECONOMY,AISLE,6E,
BR15400,Sofia Miller,ECONOMY,WINDOW,25A,
BR15401,Timur Wilson,BUSINESS,WINDOW,,
BR15402,Roman Popov,ECONOMY,WINDOW,,
BR15403,Alina Miller,ECONOMY,WINDOW,,
BR15404,Alexey Sokolov,ECONOMY,TOGETHER,,
BR15405,Ivan Ivanov,ECONOMY,TOGETHER,,G45
BR15406,Vera Kang,ECONOMY,TOGETHER,,G45
BR15407,Sergey Popov,ECONOMY,MIDDLE,,
BR15408,Elena Kang,ECONOMY,TOGETHER,,
BR15409,Stepan Ivanov,BUSINESS,ANY,18E,
BR15410,Anna Ivanova,ECONOMY,TOGETHER,,
BR15411,Vera Park,ECONOMY,MIDDLE,,
BR15412,Alexey Lee,ECONOMY,MIDDLE,,
BR15413,Yulia Miller,ECONOMY,TOGETHER,,
BR15414,Nikita Miller,ECONOMY,TOGETHER,,G46
BR15415,Alina Lee,BUSINESS,TOGETHER,,G46
BR15416,Polina Kang,ECONOMY,TOGETHER,,G46
BR15417,Timur Kim,ECONOMY,WINDOW,,
BR15418,Kirill Ivanov,ECONOMY,AISLE,,
BR15419,Kira Park,ECONOMY,MIDDLE,,
BR15420,Pavel Ivanov,ECONOMY,MIDDLE,,
BR15421,Daria Lee,ECONOMY,TOGETHER,,
BR15422,Elena Lee,ECONOMY,AISLE,,
BR15423,Sofia Kang,ECONOMY,TOGETHER,,G47
BR15424,Oleg Popov,ECONOMY,TOGETHER,,G47
BR15425,Anna Ivanova,ECONOMY,TOGETHER,,
BR15426,Vera Lee,ECONOMY,WINDOW,28H,
BR15427,Ivan Miller,ECONOMY,WINDOW,,
BR15428,Alexey Lee,BUSINESS,AISLE,,
BR15429,Daria Kim,ECONOMY,WINDOW,,
BR15430,Stepan Orlov,ECONOMY,ANY,,
BR15431,Sergey Ivanov,ECONOMY,ANY,,
BR15432,Alina Kim,ECONOMY,TOGETHER,,G48
BR15433,Daria Popova,ECONOMY,TOGETHER,,G48
BR15434,Oleg Popov,BUSINESS,TOGETHER,,G48
BR15435,Alina Orlova,ECONOMY,ANY,,
BR15436,Yulia Volkova,BUSINESS,WINDOW,31D,
BR15437,Timur Petrov,ECONOMY,WINDOW,,
BR15438,Kirill Park,BUSINESS,WINDOW,44D,
BR15439,Yulia Sokolova,BUSINESS,AISLE,,
BR15440,Polina Wilson,ECONOMY,AISLE,,
BR15441,Alexey Popov,ECONOMY,TOGETHER,,G49
BR15442,Maria Popova,ECONOMY,TOGETHER,,G49
BR15443,Polina Sokolova,ECONOMY,WINDOW,3A,
BR15444,Polina Miller,ECONOMY,TOGETHER,,
BR15445,Olga Popova,BUSINESS,ANY,17A,
BR15446,Olga Petrova,ECONOMY,WINDOW,,
BR15447,Pavel Orlov,ECONOMY,AISLE,15A,
BR15448,Polina Wilson,ECONOMY,MIDDLE,,
BR15449,Pavel Orlov,ECONOMY,ANY,,
BR15450,Timur Ivanov,ECONOMY,TOGETHER,,G50
BR15451,Kira Wilson,ECONOMY,TOGETHER,,G50
BR15452,Kira Miller,BUSINESS,TOGETHER,,G50
BR15453,Roman Petrov,ECONOMY,TOGETHER,,
BR15454,Timur Volkov,ECONOMY,AISLE,,
BR15455,Kirill Orlov,ECONOMY,MIDDLE,5B,
BR15456,Denis Petrov,ECONOMY,MIDDLE,,
BR15457,Timur Kim,ECONOMY,ANY,25D,
BR15458,Daria Orlova,ECONOMY,ANY,40K,
BR15459,Denis Sokolov,ECONOMY,TOGETHER,,G51
BR15460,Alexey Ivanov,ECONOMY,TOGETHER,,G51
BR15461,Alexey Ivanov,ECONOMY,AISLE,,
BR15462,Denis Wilson,BUSINESS,ANY,,
BR15463,Elena Volkova,ECONOMY,WINDOW,34F,
BR15464,Daria Wilson,ECONOMY,MIDDLE,23E,
BR15465,Oleg Ivanov,ECONOMY,MIDDLE,,
BR15466,Stepan Kim,ECONOMY,TOGETHER,,
BR15467,Alexey Sokolov,ECONOMY,ANY,,
BR15468,Anna Lee,BUSINESS,TOGETHER,,G52
BR15469,Maria Lee,ECONOMY,TOGETHER,,G52
BR15470,Roman Lee,ECONOMY,TOGETHER,,G52
BR15471,Kirill Sokolov,ECONOMY,MIDDLE,,
BR15472,Pavel Popov,BUSINESS,WINDOW,,
BR15473,Kira Kang,ECONOMY,AISLE,,
BR15474,Maria Sokolova,BUSINESS,WINDOW,,
BR15475,Daria Wilson,ECONOMY,MIDDLE,35J,
BR15476,Mikhail Popov,ECONOMY,MIDDLE,,
