booking,name,service_class,preference,requested_seat,group_id
BR13157,Anna Volkova,ECONOMY,WINDOW,29D,
BR13158,Roman Ivanov,ECONOMY,ANY,,
BR13159,Vera Kim,ECONOMY,WINDOW,31D,
BR13160,Alina Miller,ECONOMY,AISLE,10G,
BR13161,Kira Ivanova,ECONOMY,AISLE,,
BR13162,Pavel Kang,ECONOMY,MIDDLE,,
BR13163,Daria Orlova,ECONOMY,AISLE,44D,
BR13164,Alina Volkova,ECONOMY,ANY,,
BR13165,Daria Popova,ECONOMY,TOGETHER,,
BR13166,Oleg Volkov,BUSINESS,TOGETHER,,
BR13167,Alina Orlova,BUSINESS,MIDDLE,21A,
BR13168,Vera Park,ECONOMY,TOGETHER,,
BR13169,Timur Lee,ECONOMY,ANY,,
BR13170,Mikhail Park,ECONOMY,MIDDLE,,
BR13171,Nikita Wilson,ECONOMY,MIDDLE,44A,
BR13172,Anna Miller,BUSINESS,ANY,19B,
BR13173,Nikita Lee,ECONOMY,WINDOW,,
BR13174,Kirill Volkov,ECONOMY,ANY,3E,
BR13175,Roman Petrov,ECONOMY,AISLE,,
BR13176,Kirill Wilson,ECONOMY,WINDOW,36J,
BR13177,Vera Sokolova,ECONOMY,MIDDLE,35C,
BR13178,Kirill Kim,ECONOMY,AISLE,,
BR13179,Elena Orlova,ECONOMY,ANY,41G,
BR13180,Timur Sokolov,ECONOMY,AISLE,,
BR13181,Stepan Ivanov,ECONOMY,ANY,,
BR13182,Mikhail Petrov,ECONOMY,AISLE,,
BR13183,Alexey Popov,ECONOMY,MIDDLE,1G,
BR13184,Polina Ivanova,ECONOMY,WINDOW,36A,
BR13185,Polina Ivanova,ECONOMY,TOGETHER,,G5
BR13186,Timur Popov,ECONOMY,TOGETHER,,G5
BR13187,Roman Miller,ECONOMY,WINDOW,,
BR13188,Mikhail Petrov,ECONOMY,TOGETHER,,
BR13189,Oleg Lee,ECONOMY,ANY,,
BR13190,Kira Wilson,ECONOMY,ANY,34K,
BR13191,Denis Popov,ECONOMY,AISLE,,
BR13192,Kirill Volkov,ECONOMY,MIDDLE,8B,
BR13193,Yulia Lee,ECONOMY,WINDOW,,
BR13194,Olga Ivanova,ECONOMY,AISLE,10B,
BR13195,Nikita Volkov,ECONOMY,ANY,3K,
BR13196,Timur Kim,ECONOMY,TOGETHER,,
BR13197,Sergey Petrov,ECONOMY,MIDDLE,,
BR13198,Kirill Ivanov,ECONOMY,AISLE,15K,
BR13199,Yulia Park,ECONOMY,MIDDLE,23G,
BR13200,Roman Miller,ECONOMY,AISLE,,
BR13201,Ivan Wilson,ECONOMY,ANY,38C,
BR13202,Stepan Popov,ECONOMY,WINDOW,,
BR13203,Daria Park,ECONOMY,TOGETHER,,
BR13204,Anna Miller,ECONOMY,AISLE,19B,
BR13205,Denis Orlov,ECONOMY,MIDDLE,,
BR13206,Kirill Miller,ECONOMY,MIDDLE,18A,
BR13207,Ivan Wilson,ECONOMY,MIDDLE,,
BR13208,Stepan Lee,ECONOMY,TOGETHER,,
BR13209,Denis Lee,ECONOMY,MIDDLE,13A,
BR13210,Kira Popova,ECONOMY,ANY,38A,
BR13211,Sofia Lee,ECONOMY,ANY,33A,
BR13212,Roman Popov,ECONOMY,AISLE,,
BR13213,Olga Petrova,ECONOMY,ANY,,
BR13214,Pavel Orlov,ECONOMY,AISLE,38C,
BR13215,Daria Popova,ECONOMY,WINDOW,,
BR13216,Yulia Kim,ECONOMY,WINDOW,9J,
BR13217,Denis Ivanov,ECONOMY,ANY,,
BR13218,Roman Sokolov,ECONOMY,WINDOW,,
BR13219,Alexey Volkov,ECONOMY,AISLE,30A,
BR13220,Kirill Sokolov,ECONOMY,WINDOW,16H,
BR13221,Kira Park,ECONOMY,ANY,40J,
BR13222,Denis Petrov,ECONOMY,TOGETHER,,G6
BR13223,Vera Ivanova,ECONOMY,TOGETHER,,G6
BR13224,Pavel Park,ECONOMY,TOGETHER,,G6
BR13225,Olga Wilson,ECONOMY,ANY,,
BR13226,Kira Kim,ECONOMY,MIDDLE,34A,
BR13227,Sergey Orlov,ECONOMY,MIDDLE,,
BR13228,Olga Wilson,BUSINESS,TOGETHER,,
BR13229,Nikita Wilson,ECONOMY,AISLE,,
BR13230,Timur Miller,ECONOMY,TOGETHER,,
BR13231,Sergey Wilson,BUSINESS,ANY,13H,
BR13232,Daria Kim,ECONOMY,ANY,39K,
BR13233,Nikita Orlov,ECONOMY,WINDOW,,
BR13234,Alina Park,ECONOMY,MIDDLE,,
BR13235,Ivan Kang,ECONOMY,TOGETHER,,
BR13236,Irina Park,ECONOMY,WINDOW,10K,
BR13237,Roman Volkov,ECONOMY,TOGETHER,,
BR13238,Yulia Kim,ECONOMY,AISLE,,
BR13239,Olga Volkova,ECONOMY,WINDOW,,
BR13240,Nikita Orlov,ECONOMY,AISLE,,
BR13241,Nikita Miller,BUSINESS,AISLE,9C,
BR13242,Mikhail Orlov,ECONOMY,MIDDLE,38G,
BR13243,Irina Popova,ECONOMY,MIDDLE,,
BR13244,Irina Popova,ECONOMY,MIDDLE,,
BR13245,Daria Lee,BUSINESS,AISLE,,
BR13246,Ivan Popov,ECONOMY,WINDOW,32J,
BR13247,Maria Miller,ECONOMY,ANY,22E,
BR13248,Nikita Petrov,ECONOMY,TOGETHER,,
BR13249,Nikita Popov,ECONOMY,WINDOW,15H,
BR13250,Sergey Wilson,ECONOMY,TOGETHER,,
BR13251,Alina Volkova,ECONOMY,TOGETHER,,
BR13252,Mikhail Kim,ECONOMY,TOGETHER,,
BR13253,Mikhail Sokolov,ECONOMY,AISLE,,
BR13254,Mikhail Wilson,ECONOMY,WINDOW,3G,
BR13255,Olga Lee,ECONOMY,WINDOW,,
BR13256,Kirill Kim,ECONOMY,TOGETHER,,
BR13257,Kirill Kang,ECONOMY,TOGETHER,,
BR13258,Olga Kim,ECONOMY,TOGETHER,,
BR13259,Sofia Wilson,BUSINESS,TOGETHER,,G7
BR13260,Irina Ivanova,ECONOMY,TOGETHER,,G7
